scenario_id,TOTAL_POINTS_TO_GENERATE_scenario,H3_RESOLUTION_scenario,K_RING_SEPARATION_scenario,PSI_TRUE_scenario,TARGET_Q_PAIRS_scenario,MIN_OBS_PER_H3_scenario,DATA_TYPE_scenario,BETA_TRUE_scenario,SIGMA_SQ_TRUE_scenario,MAX_ITERATIONS_H3_SELECT_scenario,N_SIMULATIONS_per_scenario,K_FOR_GM_WEIGHTS_scenario,RUN_GM_MODEL_scenario,N_Valid_Runs_PW,N_Converged_PW,Mean_Time_PW,Mean_Beta_Hat_PW,Median_Beta_Hat_PW,SD_Beta_Hat_PW,Bias_Beta_PW,MSE_Beta_PW,Mean_SigmaSq_Hat_PW,Median_SigmaSq_Hat_PW,SD_SigmaSq_Hat_PW,Bias_SigmaSq_PW,MSE_SigmaSq_PW,Mean_Psi_Hat_PW,Median_Psi_Hat_PW,SD_Psi_Hat_PW,Bias_Psi_PW,MSE_Psi_PW,Avg_Q_Pairs_Used_PW,Avg_H3_Selected_Count,ConvergenceRate_PW,Avg_Iterations_To_Converge_PW,N_Valid_Runs_GM,N_Converged_GM,Mean_Time_GM,Mean_Beta_Hat_GM,Median_Beta_Hat_GM,SD_Beta_Hat_GM,Bias_Beta_GM,MSE_Beta_GM,Mean_Lambda_Hat_GM,Median_Lambda_Hat_GM,SD_Lambda_Hat_GM,Mean_SigmaSq_Hat_GM,Median_SigmaSq_Hat_GM,SD_SigmaSq_Hat_GM,Bias_SigmaSq_GM,MSE_SigmaSq_GM
34,25000,6,1,-0.3,250,2,uniform,1.5,1,200,10,4,TRUE,10,10,2.4361610412597655e-4,1.4891528160209253,1.4865618295263694,0.07969048570137277,-0.010847183979074674,0.005833177560464522,1.9514419794258298,1.9719106108772497,0.10739903107753915,0.9514419794258296,0.9156229369024956,-0.14502921778177263,-0.1517181683441065,0.041887819226080925,0.15497078221822735,0.025595073800894402,200,200,1,5.7,10,10,0.03447501659393311,1.4926301652644405,1.4779748058602982,0.07972396406849722,-0.007369834735559477,0.00577463386614499,-0.079904132561164,-0.10390594696788305,0.0826245962630799,1.9434176468947066,1.9477239656497016,0.10891508948305224,0.9434176468947068,0.9007131035177367
35,10000,7,1,-0.3,250,2,uniform,1.5,1,200,10,4,TRUE,10,10,2.1796226501464845e-4,1.4852660982467103,1.47608126659531,0.0654217935922359,-0.014733901753289796,0.004069097830018204,1.9671986553109024,1.9153557933442933,0.13897160712280454,0.9671986553109024,0.9528550356628835,-0.14611710242937034,-0.1274207839254693,0.04854328380564749,0.15388289757062965,0.02580075152710497,200,200,1,5.6,10,10,0.028742527961730956,1.490549378062791,1.4843951912175655,0.06519752361566121,-0.009450621937209042,0.003914959632053287,-0.11072476155572071,-0.09894367274030018,0.087372034337043,1.9547951998275424,1.8751133252088334,0.15047545611578725,0.9547951998275424,0.9320124502176453
36,25000,7,1,-0.3,250,2,uniform,1.5,1,200,10,4,TRUE,10,10,2.0799636840820312e-4,1.481816242995561,1.485817956937181,0.05119001731441017,-0.018183757004438993,0.002689025104181135,1.9934971735273936,1.9931223556768947,0.1095189729787823,0.9934971735273935,0.9978315987050145,-0.117333142640162,-0.11850897169938845,0.08392988422871753,0.18266685735983798,0.03970698369770073,200,200,1,5.2,10,10,0.034402656555175784,1.4799188159897594,1.486960873425351,0.04923656855022566,-0.020081184010240567,0.0025850696655941043,-0.07262756781878832,-0.05917020117973046,0.10645529747246363,1.9719691790166536,1.9578814233439827,0.10069272116332172,0.9719691790166535,0.9538492066440544
37,10000,6,1,0,250,2,uniform,1.5,1,200,10,4,TRUE,10,10,2.176046371459961e-4,1.462843558404156,1.461951965226858,0.0749275984805079,-0.0371564415958441,0.006433331664715962,1.9918896458814053,2.0051419937143207,0.09057300799012911,0.9918896458814054,0.9912281924054818,0.03351430334315469,0.038720497625342236,0.0741160812142507,0.03351430334315469,0.006067082673678656,200,200,1,4.9,10,10,0.05795450210571289,1.4663957898024889,1.4498362585839206,0.07739218294396892,-0.03360421019751124,0.006519837925747995,0.007542523019968881,0.03340996954022166,0.06627829701649032,2.0045130195504948,2.0063363100097495,0.0865088757871088,1.004513019550495,1.0157818134774075
38,25000,6,1,0,250,2,uniform,1.5,1,200,10,4,TRUE,10,10,1.9450187683105468e-4,1.480109289340743,1.473321193329981,0.03974256264999389,-0.01989071065925705,0.001817164527920102,1.9515983810444872,1.945451046545608,0.11747673980218121,0.9515983810444872,0.9179601847615835,-0.018276741301467957,-0.004049496930962351,0.06746248056576395,-0.018276741301467957,0.004430106928278257,200,200,1,4.3,10,10,0.035850930213928225,1.472464365681048,1.474506433313797,0.03467247774259616,-0.027535634318951806,0.0018401737988767801,-0.02144473326452071,-0.03598526117938693,0.08874301035590945,1.9590743686798846,1.9768738175875735,0.12449576340485007,0.9590743686798845,0.9337729202538998
39,10000,7,1,0,250,2,uniform,1.5,1,200,10,4,TRUE,10,10,2.0678043365478515e-4,1.4786218921177174,1.4883029309526143,0.06339021473788635,-0.02137810788228267,0.004073510888690327,2.045044391920648,2.019286431951827,0.15179169685061494,1.045044391920648,1.112854428394307,0.035666603113031665,0.04631105464673427,0.09167003483666512,0.035666603113031665,0.008835162335882376,200,200,1,4.4,10,10,0.03635668754577637,1.476113423184477,1.4831110722045424,0.06549115567698569,-0.023886576815523086,0.0044307508766803436,0.037334151739459344,0.05045351829688016,0.06827339575038756,2.0516309402281574,2.0167906408585874,0.16669870281132185,1.0516309402281574,1.130937246212238
40,25000,7,1,0,250,2,uniform,1.5,1,200,10,4,TRUE,10,10,1.7638206481933593e-4,1.5100790435209224,1.505615003420469,0.04790822247101031,0.010079043520922417,0.0021672651205952827,2.0701839976262044,2.077064949901359,0.13752686035970887,1.0701839976262042,1.1623160623635624,2.0683536986520115e-4,0.02341318654717567,0.07629954335953361,2.0683536986520115e-4,0.005239501066056242,200,200,1,4.4,10,10,0.031005239486694335,1.5098142761028122,1.5042710321670834,0.05050584226968228,0.009814276102812158,0.0023920761084552525,-0.02325005881558691,-0.016453375942157664,0.08703937814828451,2.058437152068865,2.0739424489476326,0.14368913632374442,1.0584371520688654,1.1388711159873675
41,10000,6,1,0.3,250,2,uniform,1.5,1,200,10,4,TRUE,10,10,4.4801235198974607e-4,1.4981426461618845,1.497715900242707,0.051057384242632654,-0.0018573538381155615,0.0023496206004098128,2.000240782471895,1.964783660140581,0.15949286461078646,1.0002407824718953,1.0233757993955683,0.153128736282298,0.13607965435049263,0.07249157942079594,-0.14687126371770198,0.026300694284264174,200,200,1,5.3,10,10,0.06892640590667724,1.5056222770363257,1.491967625968488,0.05994325887149291,0.005622277036325738,0.003265484854794528,0.03578662844334534,0.039795918545732875,0.08536925702674901,2.004669363675297,2.0043038760753875,0.15748597435525438,1.004669363675297,1.0316821792144875
42,25000,6,1,0.3,250,2,uniform,1.5,1,200,10,4,TRUE,10,10,6.379604339599611e-4,1.4890481012425045,1.516833434102944,0.07279444120449986,-0.010951898757495492,0.004889071689642282,2.0208201622079547,2.0157256016837097,0.12607427447664535,1.0208201622079547,1.056379053986606,0.1782286996087133,0.19676804420599137,0.07296325634566068,-0.1217713003912867,0.019619522697891315,200,200,1,5.9,10,10,0.03381941318511963,1.4804314712149529,1.5123295616757697,0.07831925447598719,-0.019568528785047067,0.00590344237831821,0.06295515241467188,0.06557390564254488,0.08288312554185905,1.9988835917226995,1.961462314467231,0.13085788261768724,0.9988835917226996,1.0131798367117066
43,10000,7,1,0.3,250,2,uniform,1.5,1,200,10,4,TRUE,10,10,1.8436908721923827e-4,1.5027723250196843,1.498831021691764,0.0609732951347545,0.0027723250196842273,0.0033536542336456564,1.9715593359368366,1.9760358956549249,0.08403789062724851,0.9715593359368367,0.9502836736009967,0.12247314448518566,0.13217479301774665,0.06822909723851789,-0.1775268555148143,0.035705473167962576,200,200,1,4.9,10,10,0.03011627197265625,1.4974002467344696,1.4996273068291104,0.0546816407362043,-0.0025997532655304776,0.0026978323672846227,0.023070756028492675,0.025340336849887467,0.0730318624398337,1.9791730215244858,1.9825139998419488,0.0841183284027613,0.9791730215244858,0.9651481099373386
44,25000,7,1,0.3,250,2,uniform,1.5,1,200,10,4,TRUE,10,10,1.952648162841797e-4,1.508436132787774,1.5091018204902884,0.07906296225448489,0.00843613278777409,0.00569702513682165,1.9512691720441784,1.9714822813003163,0.17411860805570112,0.9512691720441783,0.9321985983857458,0.11858069663734537,0.14445224255019745,0.07499316969899832,-0.1814193033626546,0.03797454158394339,200,200,1,5.1,10,10,0.05875389575958252,1.5156038257273767,1.5056742714729439,0.0804813661489185,0.015603825727376798,0.006073004644807002,0.05071520909288486,0.07289915298275285,0.06329397980950616,1.949909219075576,1.9673016419883051,0.17391319377507786,0.949909219075576,0.9295487435569136
45,10000,6,1,0.9,250,2,uniform,1.5,1,200,10,4,TRUE,10,10,6.730079650878907e-4,1.4887934713141908,1.4875344033526843,0.05933716475943597,-0.011206528685809158,0.003294395494705468,1.9651731353639392,1.9206164988635934,0.18886066463551798,0.9651731353639392,0.9636606968101695,0.43996397542595495,0.44151942059371607,0.08771575168892787,-0.460036024574045,0.21855779169080966,200,200,1,12.8,10,10,0.0737300157546997,1.487538700502186,1.471745737266725,0.07803511706782028,-0.012461299497813938,0.005635815531383791,0.19549002424682813,0.2013575106863671,0.07496301589358421,1.9104058679416178,1.8638138716491102,0.19649834234204427,0.9104058679416178,0.8635892830713846
46,25000,6,1,0.9,250,2,uniform,1.5,1,200,10,4,TRUE,10,10,3.010988235473633e-4,1.4646097435492043,1.4644167104495533,0.0491624706951695,-0.03539025645079583,0.0034277239240211557,1.9673349463816858,1.9331232187463079,0.1848217895235788,0.9673349463816858,0.9664800829856872,0.4302129921479495,0.4337617552474057,0.03828351474188402,-0.4697870078520505,0.22201889749747544,200,200,1,11.3,10,10,0.031944680213928225,1.4685675802310159,1.4561010499112372,0.0626828853726303,-0.03143241976898421,0.004524226719308107,0.19070285533950504,0.19440616690961343,0.04146185264168297,1.888058779847446,1.8592697038455006,0.19864106888493865,0.888058779847446,0.8241608432871104
47,10000,7,1,0.9,250,2,uniform,1.5,1,200,10,4,TRUE,10,10,4.226922988891602e-4,1.4986608889012993,1.4935932596381418,0.03943765544174995,-0.0013391110987006159,0.001401589018602634,2.0311647411421445,2.0349419483485027,0.2012952994754512,1.0311647411421447,1.0997685412065665,0.4743056689522672,0.4598505838652732,0.05851926001180103,-0.4256943310477328,0.18429771689927263,200,200,1,14.1,10,10,0.03129677772521973,1.5004086475569898,1.4898030445242234,0.057504729648317245,4.0864755698977184e-4,0.002976281531559284,0.23644619595133828,0.23742860203328345,0.059793417146939844,1.9558383342813441,1.956552625173944,0.20687784225253578,0.9558383342813442,0.9521455187352932
48,25000,7,1,0.9,250,2,uniform,1.5,1,200,10,4,TRUE,10,10,3.4775733947753904e-4,1.4455098048189954,1.4422099638089736,0.06867615635716902,-0.054490195181004716,0.007213954377658882,2.0307128999097945,2.042841747535764,0.1526264962427982,1.0307128999097943,1.0833344446602755,0.459197666754948,0.46416007633684714,0.08427778729606965,-0.440802333245052,0.20069916788265127,200,200,1,13.4,10,10,0.03628470897674561,1.4393917942738526,1.434958401198509,0.08551684659461707,-0.060608205726147446,0.010255172547681555,0.20910992736147635,0.2128283101286756,0.07866327587002328,1.959383321612518,1.9671195701468294,0.12056174498913362,0.959383321612518,0.9334979787076105
49,10000,6,1,-0.3,50,2,clustered,1.5,1,200,10,4,TRUE,10,10,2.0520687103271485e-4,1.5057538470451926,1.4930552273883158,0.10803611763717187,0.0057538470451926615,0.010537729198521029,2.1214543268950288,2.144207902793452,0.2839427829043,1.1214543268950288,1.3302209608786766,-0.18257559077839755,-0.17802077175510334,0.12460527901611472,0.11742440922160245,0.027762319883857772,50,50,1,6.5,10,10,0.013721036911010741,1.516853968714718,1.5071913208161636,0.12809281188437036,0.01685396871471802,0.015051047872236914,-0.12909428137066045,-0.09943973020034115,0.21535938208333794,2.103524206695192,2.0929342114188847,0.3089506418845285,1.1035242066951918,1.3036711239710284
50,25000,6,1,-0.3,50,2,clustered,1.5,1,200,10,4,TRUE,10,10,2.0751953125e-4,1.4820577794907308,1.4124543907626501,0.13982985686138183,-0.017942220509269118,0.01791907325969032,1.9468062542966929,1.9376666147266426,0.19420347087879417,0.9468062542966929,0.9303855724665674,-0.11625185341008065,-0.11421470946117118,0.1255843420697298,0.18374814658991934,0.0479576656510087,50,50,1,5.9,10,10,0.012869000434875488,1.4686564802377118,1.411313868731713,0.14911004702066025,-0.03134351976228825,0.020992841741342118,-0.07617674034252435,-0.09697923349527642,0.1666829967463454,1.9118498447441823,1.911481066338077,0.1866292018564242,0.9118498447441824,0.8628175524469989
51,10000,7,1,-0.3,50,2,clustered,1.5,1,200,10,4,TRUE,10,10,7.830619812011718e-4,1.428839570812395,1.3891195904890918,0.14226464099975622,-0.07116042918760482,0.02327911195307468,2.052474318954234,2.157055202417431,0.3141846324745078,1.0524743189542338,1.1965429770130056,-0.15607336653750584,-0.1173897574087627,0.13331326205040867,0.14392663346249415,0.03671005907451597,50,50,1,6.2,10,10,0.015988087654113768,1.4150777550613836,1.4198537052668465,0.1493159822523818,-0.08492224493861647,0.027277523985808606,-0.2042551777541423,-0.18121106508602647,0.23997392907343698,1.9954529775167065,2.091761764012798,0.3397233697215792,0.9954529775167064,1.0947974015883626
52,25000,7,1,-0.3,50,2,clustered,1.5,1,200,10,4,TRUE,10,10,2.2826194763183593e-4,1.4478319188626956,1.4554683325568347,0.16245120285371462,-0.05216808113730445,0.026472862667305242,1.9563126977711363,1.9961197706742193,0.34671657877739026,0.9563126977711364,1.0227251233174972,-0.16641976013788756,-0.18429615277175773,0.14852012104683018,0.13358023986211243,0.03769608420180807,50,50,1,6.3,10,10,0.011473488807678223,1.4627964779146934,1.4403712900920111,0.16431121602810603,-0.037203522085306605,0.02568246019692333,-0.2017965563383707,-0.18514844961924504,0.251562370785462,1.8681217886914288,1.81362686549964,0.35043207184422265,0.8681217886914288,0.8641578132801365
53,10000,6,1,0,50,2,clustered,1.5,1,200,10,4,TRUE,10,10,1.7766952514648439e-4,1.4153377412634485,1.4197549906652962,0.08849780184793993,-0.0846622587365515,0.014216372893100309,2.0033840596007555,1.997871030692657,0.3144775183518944,1.0033840596007555,1.0957860696547819,-0.053571917444713395,-0.08031282934434894,0.15793772857098212,-0.053571917444713395,0.025319843834248287,50,50,1,5.4,10,10,0.009544610977172852,1.4266206086901951,1.4075397430869847,0.08917600143369597,-0.07337939130980495,0.01254165837752977,-0.05314017006017933,-0.03302835685113549,0.13324373418739655,1.978316870159144,2.0143920724593434,0.32094586145601245,0.978316870159144,1.0498095198251511
54,25000,6,1,0,50,2,clustered,1.5,1,200,10,4,TRUE,10,10,1.8279552459716798e-4,1.3992220494945589,1.3848778769136891,0.10383122886886684,-0.10077795050544121,0.019859026987654262,1.8420436930034085,1.911812592426755,0.3266285443095581,0.8420436930034085,0.8050551662888213,0.046266599459219335,0.0661922652462459,0.12589976231284783,0.046266599459219335,0.016406273360908257,50,50,1,5.1,10,10,0.012039709091186523,1.4060441370954384,1.3412790792934584,0.1401821709677539,-0.09395586290456155,0.026513641125650092,0.04558697806045908,0.09603480513081913,0.1207032522951593,1.8177277017772073,1.8616141246774145,0.31353380887953813,0.8177277017772073,0.757151698633293
55,10000,7,1,0,50,2,clustered,1.5,1,200,10,4,TRUE,10,10,1.8646717071533204e-4,1.4731043029958133,1.5060872370592886,0.13121259713099598,-0.026895697004186613,0.016218449598615965,2.076791690670935,2.0339763626099527,0.408738777304152,1.0767916906709352,1.3098409943628548,-0.004881727132701838,-0.027691396602176524,0.12170050842910315,-0.004881727132701838,0.013353743636510143,50,50,1,5.3,10,10,0.009787726402282714,1.4848548126584804,1.5184062796206195,0.14072664369293303,-0.015145187341519664,0.018052966120179675,0.006503009822169203,-0.019790041953162515,0.14055234045616563,2.0625279036431303,2.006136102210578,0.4089117861162958,1.0625279036431303,1.2794535099626023
56,25000,7,1,0,50,2,clustered,1.5,1,200,10,4,TRUE,10,10,2.4042129516601562e-4,1.476700675833768,1.4249927379948524,0.13230648023120614,-0.02329932416623202,0.01629736274665665,2.1087560540432038,2.04035215772615,0.35368078383793106,1.1087560540432038,1.3419210745480479,-0.059345840351785056,-0.07405611023706754,0.07726388224368855,-0.059345840351785056,0.008894665516489472,50,50,1,5.2,10,10,0.012765121459960938,1.470777180704221,1.4247917580423022,0.12420597267037899,-0.029222819295779124,0.014738384449889202,-0.10630487305100177,-0.16325312836863712,0.13509940570422735,2.0622428792661713,2.0245489556022815,0.326653369725745,1.0622428792661716,1.2243921161095521
57,10000,6,1,0.3,50,2,clustered,1.5,1,200,10,4,TRUE,10,10,1.911163330078125e-4,1.5349918620553227,1.5792656105637701,0.17929441365138568,0.0349918620553227,0.030156268500033515,1.9879722003963898,1.9247384495739068,0.3283524454978878,0.9879722003963898,1.0731228643740833,0.1151728447829225,0.11161547641447357,0.14287849242981104,-0.1848271552170775,0.05253391454475166,50,50,1,5.7,10,10,0.009935259819030762,1.551589367558789,1.574386071904469,0.18025965886538903,0.051589367558789144,0.031905652997955634,-0.03971487712943239,-0.018486469080011378,0.1603003220860682,1.9670703464144625,1.9318065587529962,0.32022033882371026,0.9670703464144625,1.027512013770923
58,25000,6,1,0.3,50,2,clustered,1.5,1,200,10,4,TRUE,10,10,1.9702911376953124e-4,1.4302036512670402,1.4131422753747758,0.1620426491995605,-0.06979634873295984,0.028503568440103585,1.994039237527594,1.9738253990148062,0.23038519641999614,0.9940392375275939,1.0358836106009723,0.20471297594519616,0.20359192371770427,0.08594741663720543,-0.09528702405480381,0.0157278795371692,50,50,1,6.3,10,10,0.01042783260345459,1.4418086901603226,1.4227201190110224,0.19110704967088948,-0.058191309839677324,0.03625594253137797,0.057081087214481144,-4.765232848352981e-4,0.1605564463540229,1.9440180329898464,1.892248661357367,0.24139534919507352,0.9440180329898464,0.9436145897617292
59,10000,7,1,0.3,50,2,clustered,1.5,1,200,10,4,TRUE,10,10,1.8913745880126952e-4,1.462290691030419,1.480849315267115,0.1401336860706575,-0.03770930896958106,0.019095696957537954,2.046015997954346,2.053073913908817,0.391275502668403,1.0460159979543462,1.2319363350659969,0.06212713233876272,0.054550722198278764,0.129761127907257,-0.23787286766123727,0.07173765645356767,50,50,1,5.3,10,10,0.011844372749328614,1.4596494601107393,1.476764834679405,0.1523062709269219,-0.04035053988926074,0.022505646216653265,-0.014170620172927159,-0.008525856364145858,0.22329431350746043,1.9831174046413396,2.0226143333779447,0.4118874615306194,0.9831174046413395,1.119205984178247
60,25000,7,1,0.3,50,2,clustered,1.5,1,200,10,4,TRUE,10,10,1.930713653564453e-4,1.540592694913615,1.5535483142683986,0.1400815457601681,0.04059269491361507,0.019308322396652096,1.8945819718557373,1.8378802220532515,0.28575851734098295,0.8945819718557373,0.8737690415789243,0.0937089156748394,0.050355411786630715,0.18066361467555758,-0.2062910843251606,0.07193141897292503,50,50,1,5.8,10,10,0.010855364799499511,1.540539798912467,1.5523477361462354,0.14482010946255486,0.04053979891246694,0.020519052990134984,0.023876982784778893,0.07859563135601204,0.17379857339588442,1.8374225323885272,1.777026128675189,0.3040609941885476,0.8374225323885272,0.784484277120249
61,10000,6,1,0.9,50,2,clustered,1.5,1,200,10,4,TRUE,10,10,2.8750896453857424e-4,1.573084395654727,1.6150060520861036,0.12831344267424385,0.07308439565472695,0.02015923450204149,1.9442999079201,1.9449411393393778,0.20387706617698512,0.9442999079201,0.9291115883995508,0.4413940243688811,0.4608516494155468,0.1420675681934185,-0.45860597563111893,0.2284843154237229,50,50,1,12.7,10,10,0.009268832206726075,1.6086917786952386,1.6203387745488633,0.14521283106364183,0.10869177869523858,0.030791992430900715,0.08480426970131678,0.182275708209656,0.2851172820728077,1.8697173072041673,1.8953945091760884,0.2343572514572447,0.8697173072041673,0.8058391836300027
62,25000,6,1,0.9,50,2,clustered,1.5,1,200,10,4,TRUE,10,10,2.9747486114501954e-4,1.486594811816919,1.5255507627789673,0.07556018173422145,-0.013405188183081007,0.005318106027561532,2.014332330879788,2.0033111239747514,0.30560532956734515,1.014332330879788,1.1129252331819928,0.45007694877058857,0.4408483535178169,0.0836208650801938,-0.44992305122941145,0.2087239561966676,50,50,1,12.6,10,10,0.013104939460754394,1.4999738045958935,1.525280810782116,0.10294740813348324,-2.619540410662424e-5,0.009538352643460968,0.1597933773677942,0.1959544949219925,0.14972654025785634,1.946258510847223,1.8859612541942534,0.33390796637435166,0.9462585108472229,0.9957502463582335
63,10000,7,1,0.9,50,2,clustered,1.5,1,200,10,4,TRUE,10,10,4.683017730712891e-4,1.5349886379673219,1.5539707183794265,0.18818154156136277,0.034988637967321844,0.03309526811277813,1.9687025338340731,1.8806307282776284,0.3753720650298192,0.9687025338340731,1.0651983675408292,0.5220674865957021,0.536562215296607,0.11892708215779085,-0.3779325134042979,0.15556227047159915,50,50,1,24,10,10,0.011702656745910645,1.5558721861739326,1.5662072619743546,0.1973596284943758,0.05587218617393256,0.0381774418513488,0.21888897293281478,0.23237302468137955,0.12693017114865973,1.8733844514779814,1.8090994237703713,0.32640615610216345,0.8733844514779814,0.8586872809507453
64,25000,7,1,0.9,50,2,clustered,1.5,1,200,10,4,TRUE,10,10,2.5916099548339844e-4,1.461248483348272,1.4814883209211975,0.12457642922427994,-0.03875151665172808,0.015469038089253989,1.9642109151447569,1.9073760884173638,0.23928683194624262,0.9642109151447568,0.9812350580328717,0.39477402107622955,0.40112425954872466,0.11834395193706099,-0.5052259789237705,0.2678580516435555,50,50,1,10.8,10,10,0.009748387336730956,1.4344431127739,1.4552236039511752,0.10826043925476207,-0.06555688722610006,0.014845995899646225,0.08023013378662326,0.06632260721846828,0.10940146949754971,1.933769991079014,1.8909950987113775,0.24187105014844226,0.93376999107901415,0.9245778406496213
65,10000,6,1,-0.3,100,2,clustered,1.5,1,200,10,4,TRUE,10,10,0.0018741369247436525,1.4776546597365792,1.4552946495034433,0.09858926796119635,-0.022345340263420832,0.009247173612900176,1.877320707939673,1.9328601431233783,0.1779352304456504,0.8773207079396729,0.7981864761901409,-0.1591200484109436,-0.13099544304605293,0.11268515814220359,0.1408799515890564,0.03127531113871496,100,100,1,6.1,10,10,0.01478888988494873,1.5148571499246088,1.4646110998993191,0.12723067278463301,0.014857149924608756,0.014789614591389624,-0.15852367559664335,-0.13889353061300422,0.18221946988876736,1.8020183451376317,1.835418406277149,0.15638573275719653,0.8020183451376317,0.6652442736063101
66,25000,6,1,-0.3,100,2,clustered,1.5,1,200,10,4,TRUE,10,10,2.105712890625e-4,1.4620141156696422,1.496590416825505,0.09216505391542947,-0.0379858843303577,0.009087884855269934,1.9781816275128132,2.0257511617108817,0.18312354297292044,0.9781816275128132,0.9870201051954758,-0.18617315788272126,-0.18630232031878907,0.04194013250393287,0.11382684211727873,0.0145396272293946,100,100,1,5.9,10,10,0.015930604934692384,1.463360473680438,1.4988351824513408,0.09962326025697354,-0.036639526319561924,0.010274769474727689,-0.10956211647795555,-0.11607920218025697,0.1201370312988758,1.9338331844418135,1.960552102212923,0.18674980196200422,0.9338331844418136,0.9034323560443013
67,10000,7,1,-0.3,100,2,clustered,1.5,1,200,10,4,TRUE,10,10,1.9845962524414062e-4,1.4578646739128924,1.4245738931083811,0.14054623513299988,-0.04213532608710768,0.019553305493521335,2.021946933723829,1.9255922156786411,0.21580625177418997,1.0219469337238292,1.086290639821879,-0.21935180057997045,-0.18922675660443017,0.0773954511886399,0.08064819942002954,0.011895182347916682,100,100,1,6.5,10,10,0.021902585029602052,1.4449920322239513,1.4299378933088032,0.12990184013580502,-0.055007967776048675,0.018212915782452228,-0.10997334614382057,-0.06460668362949455,0.13025935705985217,1.982248742679797,1.8936323431931865,0.1973409096755115,0.9822487426797971,0.9998616836644447
68,25000,7,1,-0.3,100,2,clustered,1.5,1,200,10,4,TRUE,10,10,2.1889209747314454e-4,1.5389842298905307,1.5355530262591994,0.046456747820910846,0.0389842298905307,0.003462176656443881,1.8879316966612831,1.8969341876972892,0.1251137300215302,0.8879316966612832,0.8025107988316954,-0.15434593211717762,-0.17176984292510156,0.09318856092308571,0.14565406788282237,0.029030804589037913,100,100,1,5.8,10,10,0.027910995483398437,1.5437708045511025,1.5508225336645245,0.051007701066353404,0.043770804551102535,0.004257490342317841,-0.11579429844750422,-0.04909408162869178,0.13934361221495847,1.8694926174508342,1.8820814678330804,0.12754664279287328,0.8694926174508341,0.770658743280462
69,10000,6,1,0,100,2,clustered,1.5,1,200,10,4,TRUE,10,10,1.8160343170166017e-4,1.500955334708127,1.5362778601880658,0.12612819440184372,9.553347081269454e-4,0.014318401945166903,1.9629260913595048,1.9502940311456152,0.20423361903223738,0.9629260913595048,0.9647668914495978,-0.027336991746498937,-0.02039803306292588,0.09763341516732925,-0.027336991746498937,0.009326366499260622,100,100,1,5.3,10,10,0.015624594688415528,1.5059794242056035,1.5083390105094203,0.1656968736464254,0.0059794242056035235,0.024745662056410076,0.01868991440875921,-0.005693329049003326,0.1294805090517706,1.945163367147469,1.9833351109078035,0.2746040985180818,0.9451633671474691,0.961200460428177
70,25000,6,1,0,100,2,clustered,1.5,1,200,10,4,TRUE,10,10,2.0389556884765626e-4,1.4775966995038847,1.472343318771622,0.13211283443335003,-0.022403300496115275,0.016210328792931623,1.9438456041538357,1.9832569024076148,0.23749167939910243,0.9438456041538357,0.9416065924859445,-0.009147118411225692,-0.02195125298680136,0.08173131871690008,-0.009147118411225692,0.006095677388512135,100,100,1,5.1,10,10,0.021366524696350097,1.47436385251887,1.46184907148162,0.12348589011299729,-0.025636147481129985,0.014381100608973563,-0.1076990970104412,-0.056005782777126034,0.18185510183738554,1.8619411493067097,1.8343657226173917,0.25340629222064437,0.8619411493067097,0.8007358189114847
71,10000,7,1,0,100,2,clustered,1.5,1,200,10,4,TRUE,10,10,2.089262008666992e-4,1.4953410092110857,1.499341366143355,0.0703069355747716,-0.0046589907889142065,0.004470464866094763,1.9608015702666208,1.954631554558044,0.26064019718161324,0.9608015702666208,0.9842796385749875,-0.03197857487384961,-0.05660909393525612,0.10724272921277973,-0.03197857487384961,0.011373531923067445,100,100,1,4.9,10,10,0.018511199951171876,1.4914993078227492,1.4983801370428105,0.08662295990357378,-0.008500692177250802,0.0068254452317029115,-0.07153354998553195,-0.07072510185463868,0.126130974753104,1.9583672531744933,1.9272364942349882,0.2525469673941532,0.9583672531744934,0.9758697656232088
72,25000,7,1,0,100,2,clustered,1.5,1,200,10,4,TRUE,10,10,2.1080970764160157e-4,1.4403111193199598,1.4164790714476148,0.13742959112973036,-0.059688880680040156,0.020560965743112447,2.0438019154047304,2.035380962061279,0.26315490385039425,1.0438019154047302,1.151847891681043,-0.14462763907959708,-0.16116435394550477,0.0574958798034759,-0.14462763907959708,0.023892352560676372,100,100,1,5.9,10,10,0.017285752296447753,1.418661262327148,1.412064663179109,0.1471437217332929,-0.08133873767285205,0.0261021376071853,-0.13003610230803858,-0.07971083831076195,0.16825060839522124,2.0002426231930843,2.0260876798317424,0.25498944918186506,1.0002426231930845,1.0590029625268467
73,10000,6,1,0.3,100,2,clustered,1.5,1,200,10,4,TRUE,10,10,2.019643783569336e-4,1.4842671539952486,1.5128622687558129,0.13293589859324217,-0.015732846004751486,0.016152280264722707,1.875755871822286,1.879718881228189,0.20342023110139532,0.875755871822286,0.8041901584104227,0.1694069711374383,0.16244048023992574,0.06452749460115427,-0.1305930288625617,0.020801956991049662,100,100,1,5.9,10,10,0.024054932594299316,1.5043134371320266,1.5163941193823032,0.1348437934723003,0.004313437132026629,0.01638316951409229,0.015778505155637584,0.05415503200615899,0.16968417957795098,1.8305170312352255,1.8150200871972357,0.21281673209088023,0.8305170312352255,0.7305204044838298
