scenario_id,TOTAL_POINTS_TO_GENERATE_scenario,H3_RESOLUTION_scenario,K_RING_SEPARATION_scenario,PSI_TRUE_scenario,TARGET_Q_PAIRS_scenario,MIN_OBS_PER_H3_scenario,DATA_TYPE_scenario,BETA_TRUE_scenario,SIGMA_SQ_TRUE_scenario,MAX_ITERATIONS_H3_SELECT_scenario,N_SIMULATIONS_per_scenario,K_FOR_GM_WEIGHTS_scenario,RUN_GM_MODEL_scenario,N_Valid_Runs_PW,N_Converged_PW,Mean_Time_PW,Mean_Beta_Hat_PW,Median_Beta_Hat_PW,SD_Beta_Hat_PW,Bias_Beta_PW,MSE_Beta_PW,Mean_SigmaSq_Hat_PW,Median_SigmaSq_Hat_PW,SD_SigmaSq_Hat_PW,Bias_SigmaSq_PW,MSE_SigmaSq_PW,Mean_Psi_Hat_PW,Median_Psi_Hat_PW,SD_Psi_Hat_PW,Bias_Psi_PW,MSE_Psi_PW,Avg_Q_Pairs_Used_PW,Avg_H3_Selected_Count,ConvergenceRate_PW,Avg_Iterations_To_Converge_PW,N_Valid_Runs_GM,N_Converged_GM,Mean_Time_GM,Mean_Beta_Hat_GM,Median_Beta_Hat_GM,SD_Beta_Hat_GM,Bias_Beta_GM,MSE_Beta_GM,Mean_Lambda_Hat_GM,Median_Lambda_Hat_GM,SD_Lambda_Hat_GM,Mean_SigmaSq_Hat_GM,Median_SigmaSq_Hat_GM,SD_SigmaSq_Hat_GM,Bias_SigmaSq_GM,MSE_SigmaSq_GM
13,10000,6,1,0.9,50,2,uniform,1.5,1,200,10,4,TRUE,10,10,2.564907073974609e-4,1.5543825987644435,1.601448703389316,0.11841246733794109,0.05438259876444351,0.015576828227327519,1.7213317367768757,1.7233516722599216,0.2063877329900874,0.7213317367768756,0.5586557811774526,0.33156531739378237,0.34360560408473795,0.10673512732795618,-0.5684346826062177,0.33337113705477495,50,50,1,8.4,10,10,0.010979962348937989,1.5494253314997655,1.5954939512046797,0.1210344696262212,0.04942533149976548,0.01562727194779231,0.06360624876746263,0.018235656551173717,0.2087698986531143,1.6838502150374361,1.6565458452909212,0.24384611232997275,0.6838502150374361,0.5211659504553452
14,25000,6,1,0.9,50,2,uniform,1.5,1,200,10,4,TRUE,10,10,2.875804901123047e-4,1.5204072276952454,1.5173178927183641,0.12723370240523024,0.02040722769524535,0.014986028467174011,1.880341914390257,1.9642238671935721,0.3140697655320501,0.8803419143902571,0.8637777220915241,0.3697208160091986,0.376440813841352,0.12065232110054405,-0.5302791839908014,0.29429729730220416,50,50,1,9.7,10,10,0.016689038276672362,1.5314094452774478,1.505450791425101,0.15147179073774727,0.0314094452774479,0.021635886303006904,0.13016480797685648,0.06518312448672059,0.20968091948434253,1.804500444503863,1.8179961090642225,0.3262953806396628,0.804500444503863,0.7430427730910175
15,10000,7,1,0.9,50,2,uniform,1.5,1,200,10,4,TRUE,10,10,3.2680034637451173e-4,1.4656932969957404,1.463204668250473,0.14524768708115973,-0.03430670300425953,0.020164151413206318,1.8719341612249718,1.8992508130917463,0.300296007985699,0.8719341612249718,0.8414291046820275,0.43775344313284026,0.4305331619010856,0.07897901206721053,-0.46224655686715976,0.21928579524794573,50,50,1,12.3,10,10,0.012350225448608398,1.4613374843594507,1.4427062668377262,0.15487468075430583,-0.038662515640549434,0.023082340180529064,0.10505701042475497,0.1376209210718752,0.1207363275410294,1.8436906346891444,1.8653800486884156,0.31025681363022367,0.8436906346891444,0.7984472484257528
16,25000,7,1,0.9,50,2,uniform,1.5,1,200,10,4,TRUE,10,10,3.562211990356445e-4,1.5117795140629435,1.4797853880519831,0.1296075030528276,0.011779514062943548,0.015257051314388925,1.998638134866363,2.0248654263181267,0.34126158469660506,0.9986381348663632,1.102091646680043,0.45336878889222004,0.42363527083679164,0.11396211472371041,-0.44663121110778,0.21116806596867244,50,50,1,15.9,10,10,0.010287904739379882,1.5334319201584934,1.4939411366682762,0.13039892751988508,0.03343192015849335,0.016421185553986486,0.18678552605030868,0.21253118371154744,0.15395871235220265,1.9029600761225307,1.8829639176697557,0.3194504526011076,0.9029600761225306,0.9071806315715536
17,10000,6,1,-0.3,100,2,uniform,1.5,1,200,10,4,TRUE,10,10,2.193450927734375e-4,1.483044021652009,1.4997483126456679,0.11571442864063329,-0.016955978347990897,0.012338351297802927,1.9683987747294505,1.9838624951870498,0.18994126602316444,0.9683987747294506,0.9702661029821354,-0.17775508669392245,-0.18613192897797035,0.10667617571786837,0.12224491330607754,0.02518564464842099,100,100,1,6.1,10,10,0.016017460823059083,1.482299353527459,1.4879344193773953,0.12462448389965401,-0.01770064647254112,0.014291448674075493,-0.15791586896435217,-0.18491977489099787,0.13696721803165146,1.9416305617365754,1.948182594279423,0.22077360109420557,0.9416305617365754,0.9305349994424317
18,25000,6,1,-0.3,100,2,uniform,1.5,1,200,10,4,TRUE,10,10,1.9891262054443358e-4,1.478828325073683,1.4688403010012658,0.11385884136827618,-0.0211716749263172,0.012115692001139298,2.0187336075191022,1.9999262062256218,0.19746088184442465,1.018733607519102,1.072909882961784,-0.16548115656438403,-0.16092678114041667,0.11161658729605395,0.13451884343561596,0.029307755542911627,100,100,1,6.6,10,10,0.015531778335571289,1.4749261939575504,1.4747839061329036,0.1197205191671461,-0.02507380604244951,0.013528398188140275,-0.15609671500704522,-0.14285781354894822,0.1389916419955271,1.9810614005759055,1.997362893265926,0.17315519976690188,0.9810614005759055,0.9894659225856415
19,10000,7,1,-0.3,100,2,uniform,1.5,1,200,10,4,TRUE,10,10,2.3906230926513673e-4,1.4921835914606296,1.4596425547126004,0.13452161730865758,-0.007816408539370307,0.01634755521345757,1.8764497274345757,1.8898828258095302,0.1624482332255292,0.8764497274345758,0.7919146103504286,-0.19176488262994523,-0.18478996995008268,0.060639948852446224,0.10823511737005476,0.015024323689254094,100,100,1,6.4,10,10,0.019057536125183107,1.4896565034729277,1.460588496283433,0.1351299980958009,-0.010343496527072268,0.016541092667239594,-0.13966866171257938,-0.15374432436103286,0.10357385367883319,1.8541829004566335,1.8579584319443163,0.16157792908230287,0.8541829004566334,0.7531251118823801
20,25000,7,1,-0.3,100,2,uniform,1.5,1,200,10,4,TRUE,10,10,1.9421577453613282e-4,1.530964830213706,1.5262784329657804,0.09312907267643962,0.03096483021370601,0.008764542469979854,2.048206012016012,2.07943045492766,0.229723508227917,1.0482060120160122,1.1462314448358,-0.12967222196367317,-0.13900369334292742,0.09046998119044344,0.17032777803632682,0.03637788771773149,100,100,1,5.9,10,10,0.01586415767669678,1.529811612763893,1.5265046400077764,0.10369035892809915,0.029811612763892947,0.010565253736758536,-0.05589400200262383,-0.05898846132126333,0.09728948688699988,2.0387835688108775,2.0787496713226226,0.2310612364729512,1.0387835688108775,1.1271216683318315
21,10000,6,1,0,100,2,uniform,1.5,1,200,10,4,TRUE,10,10,2.687931060791016e-4,1.43193567723262,1.4409064507886669,0.08515138745171442,-0.06806432276738002,0.011158434940238875,2.0973918470838844,2.079955745285611,0.13467417452058583,1.0973918470838844,1.2205922860007008,0.059808412321457526,0.02586128398919116,0.08452670211445094,0.059808412321457526,0.010007333217724085,100,100,1,5.2,10,10,0.023675298690795897,1.4375029269650386,1.426120514614293,0.09525225048022937,-0.062497073034961416,0.01207157623733082,0.027814890900681222,0.03161049627185035,0.07272650456238666,2.1114218928271313,2.0818214917136464,0.14333717444988775,1.1114218928271313,1.2537496148767935
22,25000,6,1,0,100,2,uniform,1.5,1,200,10,4,TRUE,10,10,1.6481876373291015e-4,1.5529541244024987,1.5462236943326153,0.08047662450130574,0.05295412440249858,0.008632977673247041,1.932852626709325,1.8936549211105866,0.17942301041624778,0.9328526267093249,0.8991873781586331,0.03397289423749379,0.017184308235198193,0.08089090750746113,0.03397289423749379,0.007043162568514507,100,100,1,4.8,10,10,0.015463924407958985,1.5573472707027662,1.5473654115450306,0.08357185625392569,0.05734727070276618,0.009574539099010477,-0.007717420753549267,-0.022554487100763736,0.15499040341358974,1.9094840745200379,1.8541010613183464,0.20373383762713315,0.9094840745200379,0.864518010740421
23,10000,7,1,0,100,2,uniform,1.5,1,200,10,4,TRUE,10,10,1.7843246459960937e-4,1.498757275432739,1.4929765319195838,0.13528688920572796,-0.0012427245672610055,0.016473832516216688,1.9624471796623224,1.921134629939155,0.30268138960773655,0.9624471796623223,1.0087589948933418,-0.026814411103510013,-0.003221938009786801,0.0940120151962211,-0.026814411103510013,0.0086734457439571,100,100,1,4.6,10,10,0.01660768985748291,1.4953930458395888,1.4921766743647025,0.13814708095592973,-0.00460695416041133,0.017197378405615915,-0.010402296691062948,0.03275803098144582,0.11888024779757596,1.9527831733528327,1.9171295066373828,0.298751500005946,0.9527831733528326,0.9881229883045164
